i really wanted to love this game more the playing world is stunning with colorful and great recreations of actual locations and landmarks having to juggle between 3 characters is brilliant idea but found the story to be bit lackluster and overall did not feel as involved with the protagonists as much as was with the previous game ,1
i love the setting lore visuals and the god tier soundtrack but what played of the story was just ok and the side content is very dull m gonna be honest edgerunners baited me into buying this game and it my fault,0
besides the pretty colors and cool rtx visuals this game falls flat on its face if this game was like car it would be 99 honda civic with 5k rims ,1
i thought would enjoy the story didn everything else is n ok n ,1
enjoyable like it when gun goes bang and vibe be like futuristic ,1
deep storytelling intense gameplay beautiful graphics ,0
an amazing sequel to it previous but think the pervious game is superior in the story ,1
a sequel to one of the biggest games of 2018 and it beyond bloated as hell ,0
gow 2018 is my second favorite game of all time right next to the original half life and this was big disappointment ,1
clapped at the end like white people on plane,1
not my fav xb game didn grow attached to the cast in general and overall felt that the game always wanted to show me how great it was compared to the others which didn like ,1
i love this video game,1
most of the content consume doesn affect me emotionally but even experienced an emotional damage from xenoblade chronicles 3 because its world was so depressive and the musics were supporting that depressive atmosphere thanks to tetsuya takahashi great storytelling found myself caring about the characters the story and of course the world ,0
this certainly was long game for context have played xenoblade 1dx and seen 2 on youtube so will mostly probobly be comparing it to xenoblade 1 the concept is immedietly quite interesting although,0
hmmmmmmm kind of divisive one here for me personally while liked the characters the plot felt kind of lacking and the connections to the other games in the series that were so hyped up by nintendo in marketing really didn add to much if anything you could have replaced the references to the previous games with original stuff and nothing substantial would be different in that aspect this game was really disappointing the villains were also an absolute joke with the mobius guys being the most generically boring guys in history and being immensely less cool the more you learn about him in terms of the gameplay though it was certainly fun the class system makes combat very customizable and feel its absolutely possible to sink your teeth really into managing your party to get the most out of all your options also did lot of side content in this game which is uncharacteristic of me as beelined it through the first two games exploration of the worlds is always fun in xenoblade games and this is no exception perhaps am just getting tired of the series but this definitely didn hit as much as the first or even the second game to me still would suggest to anyone that enjoyed the first two games because the gameplay is still fun but like yeaaaahh ,0
kirby and the forgotten land is one of the harder games for me to rate the reason for this is what think of the game vs my own personal feelings with the game ,0
keep making games like this hal,1
incredible jump to 3d for the kirby games while still managing to feel like classic kirby title the game makes amazing use of 3d environments to add new layer of exploration and creativity to every single level and had lot of fun clearing the main and extra stories with all bonus challenges while the main content is easy and very chill bonus optional content can be very tricky only thing disliked were few difficulty spikes in some side objectives and the lack of restart from checkpoint button but overall this is masterful game that makes the most out of its simplicity as kirby game but this time you can swallow whole car and spit it unharmed ,0
kirby and the ermmmmm goat n if future kirby games are like this totally wouldn mind that the gameplay is quite honestly an upgrade to the original formula the bosses quite specifically are the most fun fights ve had in quite while great stuff right here,1
perhaps the best kirby game since 64 and roboplanet with great ability upgrades inventive levels great bosses and of course thick layer of cute smothered all over every aspect ,1
replayed with the kids the later levels and the treasure road portals make great use of every power the hidden waddle dees push you to explore sure but also demand perfection for few bosses and the forgotten islands prove the developers knew exactly what they were doing few enemies get additional move sets that expertly increase the pressure if anything wanted dodge move to help me out some more n kept easy on the entire play through and barely scraped by the back part of the game yet it always changing enemy and levels up enough that it never feels repetitive if anything was left wanting just taste more n overall great kirby game and great video game ,0
a captivating journey from start to finish this uses its characters and dialogue to such great effect making everything feel intertwined our protagonist mind especially was so interesting to delve into and finding out little bits and pieces of his identity was just joy to do while the game lets do things without kitsuragi at times never wanted to as he brought much to every scene he was active in very satisfying resolution and to top it off its simply hilarious at times as well n love kim kitsuragi sm,1
i love you kim kitsuragi,1
one of the most interesting politically poignant pieces of art ve ever had the pleasure of consuming,0
i couldn finish day 1 playing this game feels like chore which is never good sign this was my second attempt at finishing the game and actually got lot further than on my first one might pick this up again sometime in the future but don think this game is for me ,1
still unsure whether like the ending or not and for game with some of the best worldbuilding ve ever seen wish more of the game had to do with that world but at the end of the day it still the best writing any game has ever had so can be too mad,0
best spider man game easily only nostalgia can beat it ,1
really makes you feel like spider man,1
just incredible the story tears the gameplays so fun ,1
finally beat this one after 5 years not as enjoyable as the other souls like for me and can really put my finger on it but it was still dark souls so overall good time ,1
perfect ,1
this was fun we played so many times,1
todos os elogios versão original se aplicam aqui porém meu apego pelo nier gestalt não me deixa dar nota máxima pra esse remake sem contar que ele tentou copiar bastante automata isso me desagradou bastante principalmente no visual que eu achava fantástico no original ,0
muito bom porem embora seja um remake ainda continua com uma cara de jogo antigo me prendeu até primeiro final não tankei fazer todos os outros 4,0
nier is such memorable game that changed the ways that stories could be told playing the game again and again to see different perspectives and context is such creative tool when given limited tools the gameplay is fun and is just classic hack and slash with magic tools that are all fun to use against enemies ,1
we all know the importance of this game and what it brought to video games as whole ,0
some fun jumping,1
the perfect sudo conclusion to the series that just takes all of the best elements of mario and expands upon them hot take actually like the camera in this game,1
a masterpiece easily in the conversation of the best game of all time this is coming from someone with no nostalgia tied to it and playing it 27 years after release blown away by how well it holds up especially in terms of level design and platforming the camera was minor nuisance not enough to detract from the value and the controls were not problem aged like wine ,1
i a captain falcon main sadge,0
sakurai gotta stop doing this to urself,1
it is without doubt the definitive version of well refined formula just never had fun playing any of the games in the franchise bought this one hoping the solo mode would deliver unfortunately it never ending grind with very little payoff ,1
fantastic music great art style obviously and really fun gameplay definitely had me picking up the controller again instead of breaking tv call that patience ,1
a great boss rush game with great 1930s cartoony art style the only drawback is the inclusion of linear stages that are too easy and not interesting enough that they shouldn have been included ,1
a brilliant hard but clever and never unfair run and gun shooter the platformer levels were unnecessary and are not as good as the others though ,1
i ve had bit of troubled history with cuphead before now ve tried it on two different occasions both with varying results my first attempt ended pretty swiftly since didn have controller and the keyboard controls are really bad the game didn quite jive with me at that point but my main problem at that point was the hell that is cuphead with keyboard controls year or two later would play through the whole game and later the dlc in co op with friend we did this over steam so there was bit of lag but had controller and friend to help me through enjoyed the game lot more to the point where was the one pushing us to do the dlc together but it still didn quite enamour me like d wanted it to my main complaint at the time was the design of some of the bosses felt that lot of them relied on being able to pay attention to cues and bullets coming from multiple parts of the screen often with them all acting completely independently have huge amount of trouble processing all of that information so oftentimes found bosses just far too overwhelming not design issue or anything more of personal one ,0
im waiting for this game to grab me but it hasn happened yet n dont know why enjoy dying to the same boss for 3 hours in soulsborne games but not in this game ,1
loved this lot missed the sense of exploration from dark souls but the core action mechanics and satisfying parries more than made up for it other than basic whole number for your damage and health there ,0
o worryi,0
he lack of gear is probably,0
e best t,1
ough people say this is the hardest fromsoftware game but after while it felt much much easier to me tha,1
ark souls n because n there was nothing in my way except my own skill which greatly prefer no main bosses that required some stupid consumable item for me to defeat properly don like feeling as if need to grind to make myself better because then it this vague guessing game of numbers there were few points in,1
must have been over levelled or,1
i bought this game on nintendo switch with 20 dollar switch gift card bought myself as end of the school year present just finished sophomore year and life was pretty rough started playing ff7 and my life began to change lil bit was so confused playing it but that just made me want to play it more used to work at summer camp and on the bus ride there would take my switch and play it 40 minutes there 40 minutes back so on average played an hour and 20 minutes day of ff7 ,0
play dragon quest instead,0
honestly not that good as some people say but still interesting and some characters are cool,1
this guy are sick,0
really chill of them to add random encounter toggle and x3 speed setting to accommodate for my rapidly disintegrating frontal lobe,0
what the hell do even say here it ff7 it beautiful story wise at least ,1
mfw bitches and whores,0
i love this game so my review is very biased there are many many flaws with this game given its age for example the decade old naoto trans debate she not she comes to terms with the fact she can be strong self righteous detective and woman the topic is just handled poorly think this game speaks for the improvement in handling similar topics in newer games and that really important regardless this is an absolutely amazing game and one of my favorites of all time and would definitely recommend it to anyone willing to try it n added bonus the soundtrack is awesome,1
naoto is just like me fr fr,1
lo amé todo el tiempo estando jugando el 5 ahora es más lento tosco con mil millones de cosas menos pero la música es mil veces mejor tiene una historia increible,0
genuinely one of the most enjoyable and fun games ever,1
it alright the story is really interesting but the gameplay is bit bland you have to sacrifice your entire hard drive just to install updates every 2 days though,0
i had my genshin phase around the time raiden shogun was announced played lot for while then stopped right before the new dendro area dropped it sallright,1
5 stars for me but let me be really clear this game feels like really big hit or miss feel like there are some misconceptions about this game that if you don come with that bias from the beginning it actually super enjoyable ,1
solid first 12 hours,1
signalis is an absolute treat taking inspiration from the classic survival horror games on playstation 1 developer rose engine has crafted unique experience that will stick with me for awhile ,1
silent hill 2 with lesbians,1
silent hill 2 for lesbians nothing special ,1
got the platinum and did everything on this replay there is no other game quite like this one survival horror masterpiece ,1
i beat this fully in 2 days 7 hours on my first day and 9 on my second day and did promise ending and artifact and im just sitting here basking in it,0
this game is what every resident evil game should strive to be lots of action while also scary at the same time the factory section is bit of snooze fest but thankfully it doesnt last that long and once your done with it the game picks up the pace ,0
resident evil village é oitavo jogo da franquia resident evil continuando história de ethan winters re village se passa 3 anos após os acontecimentos de resident evil 7 ,0
emotional support duke,1
ethan winters is an american hero,1
they got rid of the fun part,1
bro this game is immaculate what else is there to say chef kiss 5 stars yahoo,1
mario peaked here,0
while didn love galaxy as much as other people did it still remains in my eyes as very solid 3d platformer with beautiful graphics and lots of innovations in terms of gameplay at least when compared to previous 3d mario titles ,1
there are almost no bad mario games but galaxy is such slow game that it makes me want to take nap and have actually fallen asleep at least three times while playing,0
the only bad part of this game is matthew perry voice acting,0
probably my favorite wrpg period there is no experiences that can really top this besides the 2 other games in the series before it inception,1
this game is overrated but peak,0
the story is incredibly strong with tons of fun and memorable characters enjoyed going around exploring and learning about the politics and lore of the world also trans girl game trans girl game the only place this game lost significant points with me was in the combat which found fairly tedious and enough of problem enough of the time to seriously take away my motivation to play this game caesar legion is one of my favorite factions in any video game and the elvis impersonators are hilarious really need to go back and get all three main endings ,1
trans rights whooooooooo ,1
my indecisiveness and reluctance to sacrifice one quest for another is the other thing stopping me continuing,1
replayed with my girlfriend still the best game of all time nothing compares,1
the more think about this game the more love it and realize how unique it is n such an amazing feeling exploring this solar system contemplating the infinite dark space with the beautiful score playing so satisfying to unravel the mysteries and to understand what you need to do especially when you need to be little bold there a big sense of cohesion in this whole game n the ending is really powerful and you can really feel that you re witnessing something big n it not my personnal favorite game of all time yet feel like it might the best game ever made if that makes sense ,1
my favorite game ever,1
the most engaging puzzles riddles ive ever seen in game solutions are very clever but not unfair exploring the planets and their ruins and stumbling on all kinds of crazy shit is great time and unraveling the mystery one step at time so you can piece together the bigger picture is incredibly satisfying the environment design is also amazing and the concepts in the later portions of the game are so cool and interesting cant elaborate because of spoilers the dlc is just okay though ngl exploring the setting was cool but it felt like lot of running around doing busy work for very little reward,1
fantastic game from start to finish the curiosity and confusion in the beginning before you experience and realize the loop for the first time is breath of fresh air not much direction just some input from npcs about space mission and before you know it you are uncovering secrets of fallen race and the death of the universe the experience is underlined with fantastic score and the design of the puzzles is great it a bit tiresome when you get stuck and feel like you re just too dense to progress but when things fall in place and do make sense it fantastic when you finally piece everything together know exactly what you need to do and where is an undescribeable feeling this is very much as close as you can get to perfect game,0
my entry point of the series don ask this remake of my first entry of the series and causing it to grow my love for the series in general this game is really really good and had fun time overall when playing this game and since m rating this out of pure nostalgia of raccoon city and overall experience think this game really deserves 5 stars but when playing this game got really bad luck with its rng of mr and some lickers since they actually keep killing me and at one point made somewhat of stun lock move so have to take out half star but it still worth playing since it is very beautiful upgrade to the game played as kid and it as good as remember,0
a really well done vision of what survival horror games could be and great remake of this beloved classic in general ,1
i dont have much to say but really like this game its what you expect from resident evil ,0
peak survival horror,1
lembro de ter jogado no ano de lançamento ter ficado encantado com toda imersão do jogo de um ar obscuro que já havia visto em resident evil 7 após anos decidi jogar original percebi tantas novas camadas daquela época que comecei ser mais critico em comparação esse jogo agora em 2023 retornei jogar platinei jogo também percebi que por mais que ele apresente problemas ele é impressionante ,0
recomendado aunque se hace muy repetitivo ,1
i really want to like this game but the gameplay doesnt really change much if you played it for an hour you ve pretty much seen it all ,1
ripped and teared,0
fun but fucking annoying,0
shoot kill move reload shoot kill move reload move shoot move reload move shoot kill move reload never stop moving ,0
the more think about this game the more like it tbh like the changes to combat and this game actually made me want to do physical build for the main character which did and was fun went for true neutral ending might get around to doing the other endings after playing some other smt games nahobino based,0
like pokémon but funner,1
after having played several entries in the smt franchise was incredibly hyped for this game overall it didn meet my expectations set by prior entries ,0
i love the gameplay character designs and music but the story of this game was distractingly awful even though the narrative isn ever really the forefront of smt when dazai took off his hat and slicked back his hair after lost my mind he is truly the law rep ever,0
this was the first atlus game decided to try out and had pretty good time it a really fun monster collector with some fantastic music an incredibly fun combat system with tons of expression and some pretty great presentation theres just level of quality here that appreciate n sooo n much you can really tell they polished the 𝗦𝗛𝗜𝗧 out of this game imma big fan ,1
great but hate the cheap one hit kill qtes very pronounced lack of enemy variety that gets amended in later titles in the series,0
beat em all at its best with weird and frankly off putting enemy design ,0
at this point lost the count of how many times played this game,0
played for like couple hours and got board ðÿ xadðÿ xad n it was fun during those hours tho ðÿ ,1
amazing harvest moon story of seasons like game ,1
guys how do marry willy guys,0
harvest moon without the patriarchal religious theming that makes those games interesting essentially just carnist busywork that panders to gay zoomers,0
the story is up its own ass but still has its good moments gameplay carries this game hard why cant developers just add roguelike modes to their games to let you infinitely explore games mechanics as much as you want with no interruptions ,0
deeply regret letting friends convince me to sink my life into the mediocre stealth action game wrapped in 30 hours of rock stupid misery porn that is the last of us 2 wish d just played another life is strange for 100 less psychotic lesbian smooch sci fi story game in 1 3 of the time ,0
lets be serious anyone who hates this is closeted gay man,0
beautiful looking game and excellent gameplay that more in depth and challenging than the original the pacing is so bad there are several character motivations that fall flat aren executed the best and the ending is almost unbelievable motivation wise but the themes and good story moments stick with you and acting is top notch across the board will revisit this again at later date for the grounded playthrough after which ll update my thoughts and go more in depth ,0
what did like ,1
you know game is that good when even the tank controls don suck masterpiece in nearly every way imaginable ,1
fuck tha puzzles man ,0
peak atmosphere let down heavily by gameplay that way too easy and lets down the incredible tension built by the writing environments and sound design if bloober were competent they just copy and paste the entire game and increase enemy movement speed and reduce ammo by 20 or something like that,1
if hadn learned the plot twist would have given 5 ,0
the best game ever made that other games will forever try to live up to and fail ,0
one of my favorite games of all time incredible open world with some of the best side quest stories in any video game the game is full of compelling characters that make the world feel alive and interesting it the antithesis of ubisoft open world games it a world you are compelled to explore and learn more about not world where you re just ticking boxes sometimes the open world is arguably too much it a daunting game and difficult to recommend unless you have the time to fully engross yourself in it the only complaints ever had was that the combat is bit clumsy but you get used to it as fan of the books loved experiencing real continuation of many of the stories told in the books also gwent rules n n disclaimer these are my brief thoughts based on my memory of playing this 7 years ago ,1
wind howling,1
great writing and worldbuilding unfortunately the gameplay gets stale quickly the combat is floaty and controlling geralt feels delayed unresponsive ,0
everytime beat this game feel bitter sweet and empty after because the writing and characters are so good that you forget your time with them is limited ,0
é meu jogo favorito da vida tenho um puta apego emocional mas tem vários defeitos tipo controle do carpeado pelo fator replay que ao fazer as mesmas missoes pelo menos tres vezes ja chega ser enjoativo ,0
masterpiece,1
just play royal instead bro why reading this ,0
literally best game ever till they released persona 5 royal goro akechi defender,1
persona 5 changed me didn play jrpg or games too often until played this one everything about p5 oozes with flair looked at the flashy ui design and was shocked as ve never seen something so creative before ,0
a lot of talking not lot of showing and yet can stop playing ,1
i love this game to pieces,1
recomendado,1
rip and fart,0
i like it more if could delete the platforming,1
bom jogo bem divertido viceral nada mais relaxante que estripar lacerar demônios em uma gameplay frenética ao som de metal com mundo explodindo ao seu redor ,0
i feel like wet rat in bathtub when play this game take that as you will ,1
i ve tried playing this game for 80 hours stopped after was bored to death and still unsure was actually following the actual storyline or if there even was any ,0
i have had lot of fun in skyrim just wandering around and making up my own story in my head but the moment run into fully authored quests my enjoyment dips vastly,1
special edition da anniversary edition da bunu da oynadım tam olarak eşi yok sanırım eşi yok demez bu oyun inanilmaz harika demek degil sadece aynı özgürlük ve immersion veren bir oyun bulamadım keske ilk oynadıgım zamanlara geri dönebilsem ,0
everyone got their game day of release but amazon delivered mine 4 days late and that honestly killed my ability to get excited about anything for the rest of my life felt iconic at the time though didn it ,1
